id,user_id,created_at,message,category
4998,296203,2023-11-24 03:58:57.875599+00,Make me both a morning and night routine,Skincare Routine Advice
4999,296203,2023-11-24 04:41:44.414125+00,I struggle to fall asleep and because of work I’m getting very irregular sleep times. One day I’d get 9 hours and the next would be 6. My wake up time varies due to work. I always wake up and stay feeling tired throughout the day,Sleep Concerns
5000,296203,2023-11-24 04:42:11.747133+00,How to fall asleep fast,Other
5001,296203,2023-11-24 04:44:46.927236+00,I usually breakout on my forehead and my pores are noticeable on and around my nose. My face doesn’t react to much. Some stinging here and there with my glycolic acid and salicylic acid. My face usually feels tight after washing,Pimples and Acne Removal
5002,296203,2023-11-24 04:45:13.229784+00,Tell me my skin type,Skin Type Specific Concerns
5003,296717,2023-11-24 07:40:51.119039+00,"I have pimples, pimple scars, pigmentation, clogged pores, uneven skin",Pimples and Acne Removal
5004,296709,2023-11-24 07:41:07.70214+00,My current face scan detail = Acne 93% hydration 80% pigmentation 96% pores 98% redness 87% uniformness46%,Pimples and Acne Removal
5005,296709,2023-11-24 07:43:07.638333+00,Hlo,Other
5006,295326,2023-11-24 08:05:02.520973+00,I am very thin,Other
5007,295326,2023-11-24 08:05:34.846869+00,I have acne and hormonal imbalance,Pimples and Acne Removal
5008,296752,2023-11-24 08:54:17.608396+00,Please give the morning and night routine for my skin,Skincare Routine Advice
5009,296752,2023-11-24 08:55:02.636098+00,I am using green tea amini acid face cleanser,General Skincare and Skincare Issues
5010,296752,2023-11-24 09:00:23.200675+00,I want to brighten my skin tone in face and in hands. Could you suggest any products for me? My skin is very sensitive and combination skin type,Pimples and Acne Removal
5011,296752,2023-11-24 09:03:21.418294+00,Combination type skin which products are you suggest for me? My skin is dull,Skin Type Specific Concerns
5012,296765,2023-11-24 09:17:18.103855+00,pore appearance,General Skincare and Skincare Issues
5013,296765,2023-11-24 09:19:22.672524+00,"if i put sunscreen on my face, will appear so many bumps",Pimples and Acne Removal
5014,296765,2023-11-24 09:21:24.492976+00,skin tipe is normal,General Skincare and Skincare Issues
5015,296780,2023-11-24 09:35:35.469786+00,"Skin looks slight oily, breakouts occur on around nose, tip of nose and on cheeks, pores looks slight larger, i use charcoal fasewash, postwash i feel cool and dryness on skin",General Skincare and Skincare Issues
5016,296780,2023-11-24 09:36:08.459508+00,Probable cause of breakouts,Other
5017,296780,2023-11-24 09:37:45.443917+00,"I consume very high carb diet , does it contibute to my breakouts",Diet and Nutrition
5018,296780,2023-11-24 09:39:03.358576+00,"I am getting continous acne for 1.5 year , and they dont seem to go away , i conusme high carb diet, sometimes soda and fast food i am 20 years old",Diet and Nutrition
5019,296780,2023-11-24 09:40:47.498745+00,"Morning evening both, acne breakouts , charcoal fasewash, 2 months, i consume high carb diet ,",Skincare Routine Advice
5020,296780,2023-11-24 09:41:05.466185+00,Give me routine,Skincare Routine Advice
5021,296780,2023-11-24 09:41:22.330984+00,Give me routine,Skincare Routine Advice
5022,296822,2023-11-24 10:49:13.066891+00,comedones,Other
5023,296857,2023-11-24 11:52:47.510369+00,Oh,Other
5024,296857,2023-11-24 11:53:10.914836+00,Morning routine?,Skincare Routine Advice
5025,296857,2023-11-24 11:53:27.001534+00,Ok,Miscellaneous and Feedback
5026,296631,2023-11-24 11:55:43.928301+00,Morning evening,Skincare Routine Advice
5027,296631,2023-11-24 11:56:09.464761+00,Morning/Evening,Skincare Routine Advice
5028,296839,2023-11-24 12:15:59.303427+00,Pimples,Pimples and Acne Removal
5029,296839,2023-11-24 12:16:13.238775+00,Pigments,Other
5030,296839,2023-11-24 12:17:19.524697+00,Evening,Skincare Routine Advice
5031,296692,2023-11-24 12:23:20.571516+00,I have bumpy skin all over my face,Pimples and Acne Removal
5032,296692,2023-11-24 12:24:13.731648+00,Breakout Lacations,Other
5033,296692,2023-11-24 12:25:29.192218+00,I have a lump of bumby skin on my middle cheek,General Skincare and Skincare Issues
5034,296692,2023-11-24 12:27:02.138574+00,Can u send pictures of differnt,Other
5035,296692,2023-11-24 12:27:36.144954+00,How do i know what kind of bumpy skin i have?,Product Recommendations
5036,296692,2023-11-24 12:28:14.207208+00,How do i get rid of number 2?,Pimples and Acne Removal
5037,129646,2023-11-24 12:29:28.036146+00,"Currently I have cystic acne on my nose, forehead and both cheeks",Pimples and Acne Removal
5038,296692,2023-11-24 12:29:58.525411+00,I need help to fix my skin and get rid of milla my skin is also sensitive,Pimples and Acne Removal
5039,129646,2023-11-24 12:30:22.394642+00,Moisturizer make my skin little glow and after wash it feels good,General Skincare and Skincare Issues
5040,296692,2023-11-24 12:35:28.768845+00,Can u recomend any products to get rid of milla and get rid of acne and bumpy skin my skin i also sensitive so recomend any products,Pimples and Acne Removal
5041,296884,2023-11-24 12:39:25.677949+00,Acne and dry skin with scars,Skin Type Specific Concerns
5042,296895,2023-11-24 12:46:59.720909+00,I have dry skin,General Skincare and Skincare Issues
5043,296895,2023-11-24 12:47:12.077714+00,What,Other
5044,296897,2023-11-24 12:55:30.525203+00,Um...pore appearance,General Skincare and Skincare Issues
5045,296897,2023-11-24 12:55:47.664819+00,What is my skin type,Skin Type Specific Concerns
5046,296897,2023-11-24 12:56:43.80646+00,Diet,Diet and Nutrition
5047,296897,2023-11-24 12:57:01.558892+00,Health diet,Diet and Nutrition
5048,293551,2023-11-24 14:02:27.437943+00,Skin par dark spots kale daag dabhe h,Pimples and Acne Removal
5049,293551,2023-11-24 14:03:42.990502+00,Chare par kya lagane chahiye,Other
5050,296924,2023-11-24 14:03:54.71727+00,Hi,Miscellaneous and Feedback
5051,296935,2023-11-24 14:04:27.075682+00,How I can reduce redness?,Pimples and Acne Removal
5052,296924,2023-11-24 14:04:51.344987+00,How to imprud my skin,General Skincare and Skincare Issues
5053,296935,2023-11-24 14:04:52.413486+00,How I can reduce redness?,Pimples and Acne Removal
5054,293551,2023-11-24 14:05:35.739725+00,Charee par nariyal ka tal se kya hota hai,Other
5055,293551,2023-11-24 14:06:14.145865+00,Chare par nariyal tal sahi h kya,Other
5056,293551,2023-11-24 14:08:39.520615+00,Chare k liye nariyal tal sahi hkya,Other
5057,293551,2023-11-24 14:09:28.632675+00,"Chare par dark spots ,Nishan h",Pimples and Acne Removal
5058,296924,2023-11-24 14:17:23.64503+00,Skin type,Skin Type Specific Concerns
5059,296924,2023-11-24 14:18:44.328453+00,Oily skin cream PIMPALE RIMUVA,Skin Type Specific Concerns
5060,296886,2023-11-24 14:39:00.960311+00,Oily,Skin Type Specific Concerns
5061,296886,2023-11-24 14:39:49.077614+00,"Oily,clear skin,daily",General Skincare and Skincare Issues
5062,296886,2023-11-24 14:41:38.01838+00,"Greasy,nose,no,",Other
5063,296886,2023-11-24 14:42:46.577685+00,My skin feels greasy all the time mainly on the nose,General Skincare and Skincare Issues
5064,296886,2023-11-24 14:44:22.767616+00,"Evening,acne, salicylic+niacinamide,small",Pimples and Acne Removal
5065,296886,2023-11-24 14:44:40.437291+00,I need a good skin care,Product and Routine Questions
5066,296989,2023-11-24 15:28:46.638798+00,Skin Type = Normel,Skin Type Specific Concerns
5067,296989,2023-11-24 15:30:39.698252+00,Plz suggest me the best product for acne and pimple from mamaearth brand,Pimples and Acne Removal
5068,296989,2023-11-24 15:32:44.924649+00,Morning  current product  mamaearth tea tree gel face wash,Pimples and Acne Removal
5069,296989,2023-11-24 15:33:39.50393+00,Routine length for 15 day.,Skincare Routine Advice
5070,296989,2023-11-24 15:36:36.998208+00,Vegan calorie 1500,Other
5071,296989,2023-11-24 15:37:22.222203+00,Suggest me healthy milk shake which is best for my skin and health,General Skincare and Skincare Issues
5072,137079,2023-11-24 15:38:20.268339+00,Pore appearance,General Skincare and Skincare Issues
5073,295885,2023-11-24 15:50:27.208897+00,"I have Acne bumps on my T zone area _pinkish pussy little pimpkes , clog pores,White heads, frekles",General Skincare and Skincare Issues
5074,295885,2023-11-24 15:52:23.803051+00,"I used clean & clear face wash. Epilyno moisturiser , acne uv gel ,these products suggests me a determatologist without face wash she also recommended me a ointment Deriva cms gel yet I didn't purchase that ointment",Pimples and Acne Removal
5075,295885,2023-11-24 15:54:53.394061+00,"I have acne bumps pinkish pussy red acne on my T zone area clogged pores , freckles , acne spots white heads .",Pimples and Acne Removal
5076,295885,2023-11-24 15:57:06.795737+00,"I just used before two months plum salylic acid facewash now I currently use clean and clear and moisturiser epilyno, sunscreen acne uv gel , .Now please according to my skin condition consult me skin care products",Product and Routine Questions
5077,297083,2023-11-24 18:12:59.201005+00,Pimples and dark spots,Pimples and Acne Removal
5078,297083,2023-11-24 18:13:35.33059+00,What can I do for overcome this problems,Other
5079,297110,2023-11-24 19:42:18.786353+00,How can i pick the right product,Product and Routine Questions
5080,296692,2023-11-24 19:51:24.015282+00,Breakout locations and pore appearance,General Skincare and Skincare Issues
5081,296692,2023-11-24 19:51:48.249379+00,We can start with pore appearance,General Skincare and Skincare Issues
5082,38874,2023-11-24 20:26:05.579876+00,i have acnee,Other
5083,297131,2023-11-24 20:34:19.026715+00,"I have combination skin. It gets oily through the day. I have pimples, blackheads on my nose and near it on my cheeks. On my smiling fine line i get very dry and sometimes get white little pimples",Pimples and Acne Removal
5084,297168,2023-11-25 01:33:47.53065+00,Type: combination,Skin Type Specific Concerns
5085,297168,2023-11-25 01:34:58.726428+00,Type: combination primary goal:acne and acne pores preferred brands:minamilist indgrident focus:salicylic acid daily,Skin Type Specific Concerns
5086,297210,2023-11-25 04:41:52.748125+00,Active acne,Pimples and Acne Removal
5087,297210,2023-11-25 04:42:50.405382+00,Was using derma co salicylic acid face wash,Pimples and Acne Removal
5088,297062,2023-11-25 05:10:11.055152+00,My skin is oilily and pimples on my skin,Pimples and Acne Removal
5089,297062,2023-11-25 05:10:39.755495+00,How can I reduce oil on my skin,Pimples and Acne Removal
5090,297232,2023-11-25 05:32:39.04815+00,My skin acni skin,General Skincare and Skincare Issues
5091,297241,2023-11-25 05:49:30.508675+00,Skin products,Product and Routine Questions
5092,296820,2023-11-25 06:30:29.688586+00,I have a lots of pimples pigmentation,Pimples and Acne Removal
5093,296820,2023-11-25 06:30:51.433072+00,Ohk,Other
5094,297261,2023-11-25 06:31:04.771813+00,Pore appearance,General Skincare and Skincare Issues
5095,297261,2023-11-25 06:31:28.876907+00,How to solve pores in face,General Skincare and Skincare Issues
5096,297261,2023-11-25 06:32:16.297606+00,Oily skin,Skin Type Specific Concerns
5097,297261,2023-11-25 06:32:35.24562+00,Skin type,Skin Type Specific Concerns
5098,297283,2023-11-25 07:24:01.906491+00,Morning,Skincare Routine Advice
5099,297293,2023-11-25 07:31:31.390689+00,Pimples and acne,Pimples and Acne Removal
5100,297293,2023-11-25 07:32:05.573848+00,How to get ride or pimples and acne and prevent them to reoccur,Pimples and Acne Removal
5101,297293,2023-11-25 07:33:04.376099+00,Pimples and acne,Pimples and Acne Removal
5102,297293,2023-11-25 07:33:32.194498+00,Best cream to get rid of pimples and acne spots,Pimples and Acne Removal
5103,297363,2023-11-25 09:25:30.163919+00,Acne and acne marks,Pimples and Acne Removal
5104,297400,2023-11-25 10:25:57.502376+00,Pimple,Pimples and Acne Removal
5105,297400,2023-11-25 10:26:21.677194+00,For pimple free face,Pimples and Acne Removal
5106,297405,2023-11-25 10:42:19.46084+00,My skin is acne prone,Skin Type Specific Concerns
5107,297405,2023-11-25 10:42:56.130994+00,My acne has gone but there are to much tiny bumps and acne scars,Pimples and Acne Removal
5108,297405,2023-11-25 10:44:20.427956+00,I don't have money to buy products is there any home remedy ?,Product and Routine Questions
5109,297405,2023-11-25 10:45:21.171598+00,I've tiny bumps and acne scars ...my acne has gone but it left scars ...how can I get rid of that using home remedies ?,Pimples and Acne Removal
5110,296786,2023-11-25 10:54:55.792877+00,"I often miss my morning routine I am getting many small bumbs on my face they are not going I am currently using Biofresh botanical vitamin c foaming facewash as a cleanser , rose water as toner and ponds super light gel as moisturizer please tell me how to get rid of these bumbes and pimple asap",Pimples and Acne Removal
5111,296786,2023-11-25 10:55:44.34425+00,Help me get rid of these bumbs and pimples,Pimples and Acne Removal
5112,296786,2023-11-25 10:59:15.515327+00,My skin type is normal and sometimes oily my primary goal is to achieve a glass skin without pimples please recommend me,Product Recommendations
5113,296786,2023-11-25 11:01:22.660751+00,Is it necessary to apply sunscreen in winters,Other
5178,290536,2023-11-25 20:50:19.426476+00,Analyze,Other
5114,296786,2023-11-25 11:02:41.813793+00,I just want a pimple free glass skin,Pimples and Acne Removal
5115,296786,2023-11-25 11:03:10.971743+00,How do I get a pimple free glass skin,Pimples and Acne Removal
5116,297418,2023-11-25 11:25:01.536566+00,How to reduce ance marks,Pimples and Acne Removal
5117,297418,2023-11-25 11:25:34.31507+00,How to reduce ance marks,Pimples and Acne Removal
5118,297418,2023-11-25 11:30:14.829575+00,How to reduce pimples marks,Pimples and Acne Removal
5119,297427,2023-11-25 11:30:23.952845+00,"Pigmentation, pimples, dark circles, patches",Pimples and Acne Removal
5120,297430,2023-11-25 11:30:51.722365+00,i have acne and acne scars on my face. my face texture is not uniform and it is always oily,Pimples and Acne Removal
5121,297418,2023-11-25 11:31:40.411074+00,How to get glassy skin,General Skincare and Skincare Issues
5122,297427,2023-11-25 11:31:56.6777+00,"Combination, glowy skin, pharmacy, daily",Skincare Routine Advice
5123,297430,2023-11-25 11:32:08.215465+00,i have acne and acne scars on my face.my face texture is not uniform and it is always oily.can you recommend some products for me?,Pimples and Acne Removal
5124,297427,2023-11-25 11:32:09.245791+00,Ok,Miscellaneous and Feedback
5125,297427,2023-11-25 11:32:55.162073+00,Suggest me a good pharmacy skincare product,Product and Routine Questions
5126,297427,2023-11-25 11:36:16.777772+00,"Suggest a cleanser, toner, moisturizer",Product Recommendations
5127,297427,2023-11-25 11:39:22.334271+00,"Morning, pigmentation, biotique facewash joy cream , for lifetime, clear skin",General Skincare and Skincare Issues
5128,297427,2023-11-25 11:40:43.542906+00,"Want a good skincare cleanser toner moisturizer, for golwy skin clear skin pigmentation free",General Skincare and Skincare Issues
5129,297099,2023-11-25 12:05:01.709406+00,Product recommendations to reduce bumpiness?,Pimples and Acne Removal
5130,297099,2023-11-25 12:05:44.291532+00,Could you reccomend a brand?,Product Recommendations
5131,297099,2023-11-25 12:07:16.937308+00,What are the steps of a good skincare routine?,Skincare Routine Advice
5132,296942,2023-11-25 13:52:35.805349+00,I have noo pumples on my face but have tiny bumbs on my forhead . any solutions?,Pimples and Acne Removal
5133,296942,2023-11-25 13:53:47.403255+00,Okay thank you plzz give me a routine for my combination skin,Skincare Routine Advice
5134,296942,2023-11-25 13:56:10.982069+00,Do sebamed sensitive skin cleansing bar good for little sensitive combination skin?,General Skincare and Skincare Issues
5135,296942,2023-11-25 13:57:23.170857+00,Can i use shadow fix gel sunscreen,General Skincare and Skincare Issues
5136,296942,2023-11-25 13:59:40.818632+00,I am using sebamed cleansing bar for my little sensitive combination skin after using it 2 3 months no difference in my skin what to do?,General Skincare and Skincare Issues
5137,296942,2023-11-25 14:00:44.056193+00,Does Ponds like moisturizer non oily fresh feel is Comedogonic product,Product Recommendations
5138,296942,2023-11-25 14:02:41.26111+00,"I have very stress even I am only 12 years. From my families,friends,teachers,and all other people what to do to maintain my stress and anxiety",Emotional Wellbeing
5139,296942,2023-11-25 14:03:11.211909+00,How to control anxiety stress and over thinking and Happy all the time,Emotional Wellbeing
5140,297542,2023-11-25 15:03:07.573946+00,plix jamun acne marks treatment correct or not,Acne Scars and Marks
5141,297542,2023-11-25 15:03:43.624872+00,remove acne breakouts,Pimples and Acne Removal
5142,297553,2023-11-25 15:21:57.233596+00,My problem is acne redness dark spot dark circles,Pimples and Acne Removal
5143,297555,2023-11-25 15:22:44.286267+00,I hate my face,Pimples and Acne Removal
5144,297555,2023-11-25 15:22:50.821179+00,What,Other
5145,297553,2023-11-25 15:22:58.555038+00,Need Faster results,Product and Routine Questions
5146,297553,2023-11-25 15:25:06.269407+00,Include available normal foods  I want weight loss and stomach fat loss,General Skincare and Skincare Issues
5147,297553,2023-11-25 15:26:53.263104+00,No milk and oil Breakfast lunch and dinner salty spicy,Other
5148,297553,2023-11-25 15:29:12.952829+00,Acne dark spot redness routine is morning and evening cleansing and night skin whitening cream sensitive skin no allergies skin not feel good,Skincare Routine Advice
5149,297553,2023-11-25 15:30:13.995021+00,Acne dark spot redness.  Cleanse and sunscreen. Sensitive skin. Not feel good.,Pimples and Acne Removal
5150,297578,2023-11-25 16:04:24.42425+00,How can i to change the language,Other
5151,297578,2023-11-25 16:04:59.581726+00,I dont speak english,Other
5152,297578,2023-11-25 16:05:23.338273+00,Deutsch,Other
5153,297578,2023-11-25 16:05:46.670818+00,Wie kann ich die Sprache der App ändern?,Other
5154,297578,2023-11-25 16:07:23.117803+00,Wie kann ich die Eingaben zu meiner Haut ändern,Other
5155,297230,2023-11-25 16:38:22.695394+00,Can you tell in Hindi,Miscellaneous and Feedback
5156,297230,2023-11-25 16:38:39.180992+00,Meri skin type,Skin Type Specific Concerns
5157,297230,2023-11-25 16:39:39.322549+00,Pore appearance,General Skincare and Skincare Issues
5158,297230,2023-11-25 16:40:07.03061+00,How to remove pimples and dark spots,Pimples and Acne Removal
5159,297230,2023-11-25 16:41:28.789785+00,How to remove pimples and dark spots from home remedies,Pimples and Acne Removal
5160,297230,2023-11-25 16:41:54.147936+00,How to remove pimples and dark spots from home remedies,Pimples and Acne Removal
5161,297654,2023-11-25 17:58:17.19957+00,Hi I got acen score as 76 is it more or good,General Skincare and Skincare Issues
5162,297654,2023-11-25 17:58:55.36041+00,I got pimple score as 76 what is mean of,Pimples and Acne Removal
5163,297654,2023-11-25 17:59:26.041929+00,Then what will be the best score then,General Skincare and Skincare Issues
5164,291490,2023-11-25 18:14:23.301092+00,i need to know what are the products that i should have in me daily skin care routine to treat my acne and redness,Product and Routine Questions
5165,291490,2023-11-25 18:14:49.438302+00,what products should i get?,Product and Routine Questions
5166,291490,2023-11-25 18:44:15.346294+00,"before i use the effclar duo + from la roche posay and i dont think that it helps a lot and now i think i will buy the effclar duo + M, is a good option or should i buy another product?",General Skincare and Skincare Issues
5167,297682,2023-11-25 18:45:18.213799+00,"i have a low budget, until now i have used a double cleanser with oil from garnier, a serum from the ordinary with niacinamide and zinc, a tonic from nivea with salicil acid, an exfoliating scrub with ialuronic acid and a moinsturizer with pineapple from veganok. i wan to reduce my redness and to make my skin smooth",General Skincare and Skincare Issues
5168,297682,2023-11-25 18:45:42.602797+00,what users questions,Other
5169,297682,2023-11-25 18:46:21.668551+00,you have some product recommendations for that?,Product and Routine Questions
5170,297682,2023-11-25 18:47:07.867445+00,ok i got it thank you,Miscellaneous and Feedback
5171,297700,2023-11-25 19:09:29.051132+00,"my nose is red and still has the scars from the pimples that don't want to go away, also my nose is very oily but the rest of my face is normal.",Pimples and Acne Removal
5172,297700,2023-11-25 19:11:41.406483+00,"my nose is red and still has the scars from the pimples that don't want to go away, also my nose is very oily but the rest of my face is normal.",Pimples and Acne Removal
5173,297700,2023-11-25 19:30:46.855048+00,"I took these products for my oily nose: the cerave cleanser for oily skin, a liquid exfoliant against pimples on the nose (Paula's choice) with salicylic acid and finally the tea tree oil for the face. Now what should I use first and how to organize the use of the products both in the morning and in the evening",Product Recommendations
5174,297700,2023-11-25 19:30:59.763941+00,"I took these products for my oily nose: the cerave cleanser for oily skin, a liquid exfoliant against pimples on the nose (Paula's choice) with salicylic acid and finally the tea tree oil for the face. Now what should I use first and how to organize the use of the products both in the morning and in the evening",Product Recommendations
5175,297700,2023-11-25 20:03:51.233102+00,"i have eye bags, how can i get rid of them?",Pimples and Acne Removal
5176,297700,2023-11-25 20:04:15.451606+00,"i have eyebags, how can i get rid of them?",Pimples and Acne Removal
5177,290536,2023-11-25 20:50:11.444231+00,Write a message,Other
5179,297732,2023-11-25 21:00:19.395484+00,"I have been having some breakouts lately. And the pimple don’t go away, they are just red dots on my face. I daily",Pimples and Acne Removal
5180,297732,2023-11-25 21:07:25.338708+00,"As I said, I have been having some breakouts lately - the pimples on my face are like red dots and they don’t disappear. I wash my face 2 times a day using the La Roche Posay cleanser, then I follow up with my moisturizer which is the hydrating lotion from Cerave and I always apply the Beauty of Joseon sunscreen with a 50 fps. I noticed that I have been craving a lot of sweet and I normally don’t, maybe it is because I’m anxious due to the exams that I have got to take in my university. Plus, I have a part-time job and I barely have any time to study and I feel like I can’t focus. I don’t have any food related allergies, but I’m allergic to dust. My current concerns are those giant pimples on my face that take forever to disappear",Pimples and Acne Removal
5181,297732,2023-11-25 21:16:29.083638+00,"I have a mixed skin type - normal an oily which is prone to acne. My main goal is to have a healthy skin. I don’t have any preferred brands, but I’d like them to be alcohol-free. I always use 3 skincare products in the morning; the La Roche Posay cleanser, the Hydrating lotion from Cerave and the Beauty of Joseon sunscreen fps 50. At night, I use the same cleanser and the same moisturizer as well but I also use the Advanced Snail 96 mucin power essence from Cosrx and if I have some pimples on my face, I use the benzoyl peroxide gel. I’d like to start introducing retinol as I just turned 20 and some serums",Product Recommendations
5182,296489,2023-11-25 22:33:10.572464+00,Write a message,Other
5183,296489,2023-11-25 22:33:22.006118+00,ciao,Other
5184,296489,2023-11-25 22:33:33.202665+00,possiamo parlare in italiano,Other
5185,296489,2023-11-25 22:33:54.167544+00,mi consigli dei prodotti per pelle secca,Other
5186,296489,2023-11-25 22:34:38.936502+00,mi puoi consigliare qualcosa per le labbr,Other
5187,297765,2023-11-26 00:02:35.306638+00,why do people get forhead pimples?,Pimples and Acne Removal
5188,297765,2023-11-26 00:03:19.706845+00,how do you stop getting forhead acne?,Pimples and Acne Removal
5189,297765,2023-11-26 00:04:07.345505+00,what’s a good skincare routine and good skincare products,Product and Routine Questions
5190,297765,2023-11-26 00:04:40.621723+00,what’s exfoliating,Other
5191,297765,2023-11-26 00:05:18.353782+00,what tool can you get to exfoliate,Other
5192,297804,2023-11-26 03:55:42.497311+00,Always whiteheades comes on forehead week after weeks,Other
5193,297804,2023-11-26 03:56:14.071225+00,Pimples on forehead,Pimples and Acne Removal
5194,297804,2023-11-26 03:59:34.109086+00,Pimples on forehead,Pimples and Acne Removal
5195,297808,2023-11-26 04:00:59.854332+00,"A bit oily in the T zone and is not smooth so I think my skin needs more moisture. Breakouts usually happen on the cheek,between eyebrows,around the crease of the nose and on the chin. My pore is kinda big. I think my skin is sensitive to alcohol and overuse of exfoliate acids. Post wash feels greesy and looks dull.",General Skincare and Skincare Issues
5196,297804,2023-11-26 04:01:00.51164+00,Tell me,Miscellaneous and Feedback
5197,297808,2023-11-26 04:01:11.627275+00,What is my skin type,Skin Type Specific Concerns
5198,297808,2023-11-26 04:03:26.011483+00,"Combination skin, clear and glowing skin, Korean brands, moisturizerizing and soothing and acne prevention ingredients, for daily use. So what product should I use?",General Skincare and Skincare Issues
5199,297808,2023-11-26 04:03:42.977493+00,I need product recommendations,Product and Routine Questions
5200,297804,2023-11-26 04:06:49.576322+00,I have darkspot on my forehead and always comes whiteheades on same place,Other
5201,297804,2023-11-26 04:08:33.678509+00,To reduce the dark spots,Pimples and Acne Removal
5202,297808,2023-11-26 04:09:10.454036+00,"Create me a skincare routine for both morning and evening. My concerns are acne,redness,skin barrier,moisture,dullness and size of my pore. I am currently using the Some By Mi 30 days AHA BHA PHA set and I want my routine to be maximum 5 minutes. I want to have glass skin.",Skincare Routine Advice
5203,297808,2023-11-26 04:09:24.95672+00,Create me a skincare routine,Skincare Routine Advice
5204,297804,2023-11-26 04:10:08.350379+00,Which activity I do in daily rutine,Skincare Routine Advice
5205,297804,2023-11-26 04:10:25.99022+00,Exercise,Lifestyle and Habits
5206,297808,2023-11-26 04:12:01.493485+00,I have no dietary restrictions or meal type. I don't have any preference for key ingredients or calorie range  either. I want cuisine that can be created using ingredients that are widely available in Southeast Asia region,General Skincare and Skincare Issues
5207,297808,2023-11-26 04:12:15.734369+00,Give me 100 healthy recipes,Diet and Nutrition
5208,297804,2023-11-26 04:14:17.749822+00,Exercise for glowing skin,General Skincare and Skincare Issues
5209,297825,2023-11-26 04:41:44.840903+00,Acne,Pimples and Acne Removal
5210,297825,2023-11-26 04:42:09.519982+00,What should I use to reduce scars and breakouts,General Skincare and Skincare Issues
5211,297825,2023-11-26 04:42:57.085851+00,"Oily skin , acne prone , pigmentation",Skin Type Specific Concerns
5212,297825,2023-11-26 04:43:26.846305+00,Oily Ski n product recommendation,Skin Type Specific Concerns
5213,296942,2023-11-26 04:52:21.645098+00,Homemade pack for closed comedones on for head,Other
5214,296942,2023-11-26 04:53:00.98565+00,How to repair my hair follicles?,Other
5215,180897,2023-11-26 04:57:44.166318+00,I want to know my face shape,Pimples and Acne Removal
5216,297837,2023-11-26 05:02:41.909581+00,"Acne and dark spots ,I am not using a product,",Pimples and Acne Removal
5217,297837,2023-11-26 05:03:38.894035+00,Budget 200,General Skincare and Skincare Issues
5218,297852,2023-11-26 05:15:33.700835+00,"Current concerns, sensitivities",Other
5219,297852,2023-11-26 05:16:03.153038+00,Y,Other
5220,297852,2023-11-26 05:20:47.991109+00,"Current concerns, sensitivities",Other
5221,297852,2023-11-26 05:21:41.652594+00,I have severe acne now a days i want to reduce acnes and acne marks and want a clear glowing skin,Pimples and Acne Removal
5222,65983,2023-11-26 07:57:43.017991+00,Yes,Miscellaneous and Feedback
5223,297939,2023-11-26 07:58:21.112502+00,How should I get rid of my pimples,Pimples and Acne Removal
5224,65983,2023-11-26 07:58:27.710874+00,Why I have so much pimples and marks on my chicks,Pimples and Acne Removal
5225,297939,2023-11-26 07:58:44.807245+00,What,Other
5226,65983,2023-11-26 08:01:51.803052+00,"If we touch pimples on chiks again it comes , are we breakout pimples",Pimples and Acne Removal
5227,65983,2023-11-26 08:02:29.565663+00,"How took clear of our skin , without any product",General Skincare and Skincare Issues
5228,65983,2023-11-26 08:04:37.867231+00,Yes,Miscellaneous and Feedback
5229,65983,2023-11-26 08:05:42.203029+00,"How to clear a pimples on chiks and forhead, white head pimples",Pimples and Acne Removal
5230,65983,2023-11-26 08:09:22.368063+00,Take a over stress,Lifestyle and Habits
5231,65983,2023-11-26 08:10:25.936358+00,Ok,Miscellaneous and Feedback
5232,297953,2023-11-26 08:20:29.545419+00,ok,Miscellaneous and Feedback
5233,283898,2023-11-26 08:25:15.665424+00,Combination skin,General Skincare and Skincare Issues
5234,283898,2023-11-26 08:25:36.281656+00,Skin care proudects,Skin Type Specific Concerns
5235,297965,2023-11-26 08:40:49.874179+00,Skin concern,General Skincare and Skincare Issues
5236,297965,2023-11-26 08:41:06.954786+00,Ok,Miscellaneous and Feedback
5237,298035,2023-11-26 10:26:18.247029+00,Acne and acne spots,Pimples and Acne Removal
5238,298035,2023-11-26 10:27:30.217283+00,Perivous product l use is vitamin c and niacinamide,Product and Routine Questions
5239,298035,2023-11-26 10:30:00.889285+00,Acnes,Pimples and Acne Removal
5240,298035,2023-11-26 10:30:41.107657+00,Which sunscreen i should use in acne prone skin,Skin Type Specific Concerns
5241,298035,2023-11-26 10:32:22.382145+00,Evening,Skincare Routine Advice
5242,298035,2023-11-26 10:33:18.994806+00,Which serum is best for acne prone skin,Skin Type Specific Concerns
5243,298051,2023-11-26 10:37:31.727886+00,Target issues,Other
5244,91546,2023-11-26 10:38:15.55079+00,Morning/evening,Skincare Routine Advice
5245,91546,2023-11-26 10:38:52.745832+00,Current products I'm using only Lakme face mosturizer,Pimples and Acne Removal
5246,91546,2023-11-26 10:40:43.475379+00,Open pores darkspots,General Skincare and Skincare Issues
5247,91546,2023-11-26 10:41:39.631799+00,Below 300 rupees I need the skin care products,Product and Routine Questions
5248,298051,2023-11-26 10:55:45.545125+00,Allergies,Other
5249,298051,2023-11-26 10:56:48.697387+00,Can i treat my acne prone skin at home if yes them how?,Skin Type Specific Concerns
